"full_taxon_name"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"taxon_annotation"
"OTU_97.10347"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10350"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10354"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.10355"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|NA"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	NA
"OTU_97.10359"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.10361"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.10366"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.1037"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10372"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10375"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.10377"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10384"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus"	"2"	"1224"	"1236"	"135625"	"712"	"713"	"aerobic"
"OTU_97.10385"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10388"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.10390"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10391"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10393"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.10394"	"Bacteria|GN02|VC12-cl04|NA|NA|NA"	"2"	NA	NA	NA	NA	NA	NA
"OTU_97.10396"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.10399"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.104"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.1040"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.10400"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.10409"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.1041"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.10410"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10411"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.1042"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10423"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.1043"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.10436"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.10439"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.10445"	"Bacteria|Firmicutes|Bacilli|NA|NA|NA"	"2"	"1239"	"91061"	NA	NA	NA	NA
"OTU_97.10449"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10453"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10458"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.10459"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.1046"	"Bacteria|Proteobacteria|Deltaproteobacteria|MIZ46|NA|NA"	"2"	"1224"	"28221"	NA	NA	NA	NA
"OTU_97.10460"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10461"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10462"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella"	"2"	"976"	"200643"	"171549"	"2005525"	"195950"	"anaerobic"
"OTU_97.10463"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.10464"	"Bacteria|GN02|VC12-cl04|NA|NA|NA"	"2"	NA	NA	NA	NA	NA	NA
"OTU_97.10468"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.10469"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	"facultative_anaerobic"
"OTU_97.10474"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.1048"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10481"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10486"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.10487"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.1049"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Selenomonas"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	"anaerobic"
"OTU_97.10490"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10492"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.10494"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	"facultative_anaerobic"
"OTU_97.10496"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10497"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.10498"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.10499"	"Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales|Coriobacteriaceae|Atopobium"	"2"	"201174"	"84998"	"84999"	"1643824"	"1380"	"facultative_anaerobic"
"OTU_97.105"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.10502"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10503"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Moryella"	"2"	"1239"	"186801"	"186802"	"186803"	"437755"	NA
"OTU_97.10506"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10507"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10509"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10513"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.10517"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10518"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10519"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10522"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10526"	"Bacteria|Synergistetes|Synergistia|Synergistales|Dethiosulfovibrionaceae|TG5"	"2"	"508458"	"649775"	"649776"	NA	NA	NA
"OTU_97.1053"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10535"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10537"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.10538"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.1054"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XI. Incertae Sedis|NA"	"2"	"1239"	"1737404"	NA	NA	NA	NA
"OTU_97.10540"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.10544"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10545"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10546"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.10550"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10552"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10561"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.10562"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10567"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10574"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10575"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.1058"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10581"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus"	"2"	"1224"	"1236"	"135625"	"712"	"713"	"aerobic"
"OTU_97.10582"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.10586"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10587"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10589"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.1059"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10594"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Brachymonas"	"2"	"1224"	"28216"	"80840"	"80864"	"28219"	NA
"OTU_97.10596"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10598"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10599"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.106"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Phascolarctobacterium"	"2"	"1239"	"909932"	"1843488"	"909930"	"33024"	NA
"OTU_97.10602"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10605"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.10609"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10611"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.10613"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.10615"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10616"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10619"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10623"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10624"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10630"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10634"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|NA"	"2"	"201174"	"1760"	"2037"	"2049"	NA	NA
"OTU_97.10635"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10638"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10641"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Moraxella"	"2"	"1224"	"1236"	"2887326"	"468"	"475"	"aerobic"
"OTU_97.10643"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10646"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.10647"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.10649"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.1065"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus"	"2"	"1239"	"186801"	"186802"	"186804"	"1257"	"anaerobic"
"OTU_97.10655"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XI. Incertae Sedis|NA"	"2"	"1239"	"1737404"	NA	NA	NA	NA
"OTU_97.10656"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.10670"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium"	"2"	"1239"	"186801"	"186802"	"216572"	"216851"	NA
"OTU_97.10672"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.10673"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Selenomonas"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	"anaerobic"
"OTU_97.10674"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.10677"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10681"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10682"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.10687"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.10688"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.1069"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10690"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.10691"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor"	"2"	"1239"	"186801"	"186802"	"186804"	"44259"	"anaerobic"
"OTU_97.10692"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.10694"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10695"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.10697"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10699"	"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Escherichia"	"2"	"1224"	"1236"	"91347"	"543"	"561"	NA
"OTU_97.107"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XI. Incertae Sedis|NA"	"2"	"1239"	"1737404"	NA	NA	NA	NA
"OTU_97.10700"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10701"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.10703"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.10704"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.10707"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.10709"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.10711"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.10714"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.10715"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.10716"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
